cust_id,oneid,primary_intent,intent_json,intent_分期_借贷需求,intent_跨境_出行需求,intent_额度_升级需求,intent_权益_优惠需求,intent_沉睡_流失风险,intent_新户_激活引导
C000448,UID000448,沉睡/流失风险,"{""分期/借贷需求"": 43, ""跨境/出行需求"": 27, ""额度/升级需求"": 71, ""权益/优惠需求"": 54, ""沉睡/流失风险"": 86, ""新户/激活引导"": 8}",43,27,71,54,86,8
C000449,UID000449,额度/升级需求,"{""分期/借贷需求"": 13, ""跨境/出行需求"": 31, ""额度/升级需求"": 77, ""权益/优惠需求"": 42, ""沉睡/流失风险"": 11, ""新户/激活引导"": 23}",13,31,77,42,11,23
C000450,UID000450,分期/借贷需求,"{""分期/借贷需求"": 87, ""跨境/出行需求"": 9, ""额度/升级需求"": 65, ""权益/优惠需求"": 30, ""沉睡/流失风险"": 21, ""新户/激活引导"": 19}",87,9,65,30,21,19
C000451,UID000451,权益/优惠需求,"{""分期/借贷需求"": 73, ""跨境/出行需求"": 26, ""额度/升级需求"": 66, ""权益/优惠需求"": 81, ""沉睡/流失风险"": 7, ""新户/激活引导"": 21}",73,26,66,81,7,21
C000452,UID000452,额度/升级需求,"{""分期/借贷需求"": 38, ""跨境/出行需求"": 30, ""额度/升级需求"": 61, ""权益/优惠需求"": 39, ""沉睡/流失风险"": 58, ""新户/激活引导"": 21}",38,30,61,39,58,21
C000453,UID000453,分期/借贷需求,"{""分期/借贷需求"": 83, ""跨境/出行需求"": 74, ""额度/升级需求"": 78, ""权益/优惠需求"": 13, ""沉睡/流失风险"": 22, ""新户/激活引导"": 19}",83,74,78,13,22,19
C000454,UID000454,分期/借贷需求,"{""分期/借贷需求"": 91, ""跨境/出行需求"": 30, ""额度/升级需求"": 69, ""权益/优惠需求"": 11, ""沉睡/流失风险"": 17, ""新户/激活引导"": 13}",91,30,69,11,17,13
C000455,UID000455,跨境/出行需求,"{""分期/借贷需求"": 10, ""跨境/出行需求"": 83, ""额度/升级需求"": 18, ""权益/优惠需求"": 14, ""沉睡/流失风险"": 52, ""新户/激活引导"": 18}",10,83,18,14,52,18
C000456,UID000456,跨境/出行需求,"{""分期/借贷需求"": 81, ""跨境/出行需求"": 82, ""额度/升级需求"": 9, ""权益/优惠需求"": 44, ""沉睡/流失风险"": 53, ""新户/激活引导"": 7}",81,82,9,44,53,7
C000457,UID000457,分期/借贷需求,"{""分期/借贷需求"": 85, ""跨境/出行需求"": 6, ""额度/升级需求"": 23, ""权益/优惠需求"": 36, ""沉睡/流失风险"": 61, ""新户/激活引导"": 9}",85,6,23,36,61,9
C000458,UID000458,分期/借贷需求,"{""分期/借贷需求"": 94, ""跨境/出行需求"": 25, ""额度/升级需求"": 83, ""权益/优惠需求"": 36, ""沉睡/流失风险"": 16, ""新户/激活引导"": 17}",94,25,83,36,16,17
C000459,UID000459,额度/升级需求,"{""分期/借贷需求"": 38, ""跨境/出行需求"": 32, ""额度/升级需求"": 89, ""权益/优惠需求"": 34, ""沉睡/流失风险"": 74, ""新户/激活引导"": 7}",38,32,89,34,74,7
C000460,UID000460,跨境/出行需求,"{""分期/借贷需求"": 44, ""跨境/出行需求"": 64, ""额度/升级需求"": 27, ""权益/优惠需求"": 17, ""沉睡/流失风险"": 61, ""新户/激活引导"": 22}",44,64,27,17,61,22
C000461,UID000461,额度/升级需求,"{""分期/借贷需求"": 35, ""跨境/出行需求"": 21, ""额度/升级需求"": 64, ""权益/优惠需求"": 64, ""沉睡/流失风险"": 5, ""新户/激活引导"": 5}",35,21,64,64,5,5
C000462,UID000462,权益/优惠需求,"{""分期/借贷需求"": 29, ""跨境/出行需求"": 19, ""额度/升级需求"": 81, ""权益/优惠需求"": 84, ""沉睡/流失风险"": 77, ""新户/激活引导"": 22}",29,19,81,84,77,22
C000463,UID000463,跨境/出行需求,"{""分期/借贷需求"": 82, ""跨境/出行需求"": 86, ""额度/升级需求"": 67, ""权益/优惠需求"": 25, ""沉睡/流失风险"": 19, ""新户/激活引导"": 71}",82,86,67,25,19,71
C000464,UID000464,分期/借贷需求,"{""分期/借贷需求"": 74, ""跨境/出行需求"": 13, ""额度/升级需求"": 17, ""权益/优惠需求"": 57, ""沉睡/流失风险"": 6, ""新户/激活引导"": 18}",74,13,17,57,6,18
C000465,UID000465,额度/升级需求,"{""分期/借贷需求"": 49, ""跨境/出行需求"": 29, ""额度/升级需求"": 89, ""权益/优惠需求"": 11, ""沉睡/流失风险"": 12, ""新户/激活引导"": 11}",49,29,89,11,12,11
C000466,UID000466,额度/升级需求,"{""分期/借贷需求"": 14, ""跨境/出行需求"": 63, ""额度/升级需求"": 79, ""权益/优惠需求"": 12, ""沉睡/流失风险"": 19, ""新户/激活引导"": 24}",14,63,79,12,19,24
C000467,UID000467,分期/借贷需求,"{""分期/借贷需求"": 91, ""跨境/出行需求"": 27, ""额度/升级需求"": 87, ""权益/优惠需求"": 13, ""沉睡/流失风险"": 65, ""新户/激活引导"": 6}",91,27,87,13,65,6
C000468,UID000468,分期/借贷需求,"{""分期/借贷需求"": 82, ""跨境/出行需求"": 19, ""额度/升级需求"": 67, ""权益/优惠需求"": 44, ""沉睡/流失风险"": 11, ""新户/激活引导"": 6}",82,19,67,44,11,6
C000469,UID000469,分期/借贷需求,"{""分期/借贷需求"": 74, ""跨境/出行需求"": 21, ""额度/升级需求"": 23, ""权益/优惠需求"": 24, ""沉睡/流失风险"": 28, ""新户/激活引导"": 23}",74,21,23,24,28,23
C000470,UID000470,分期/借贷需求,"{""分期/借贷需求"": 80, ""跨境/出行需求"": 78, ""额度/升级需求"": 25, ""权益/优惠需求"": 25, ""沉睡/流失风险"": 14, ""新户/激活引导"": 9}",80,78,25,25,14,9
C000471,UID000471,分期/借贷需求,"{""分期/借贷需求"": 43, ""跨境/出行需求"": 12, ""额度/升级需求"": 31, ""权益/优惠需求"": 29, ""沉睡/流失风险"": 13, ""新户/激活引导"": 6}",43,12,31,29,13,6
C000472,UID000472,新户/激活引导,"{""分期/借贷需求"": 45, ""跨境/出行需求"": 35, ""额度/升级需求"": 78, ""权益/优惠需求"": 61, ""沉睡/流失风险"": 25, ""新户/激活引导"": 81}",45,35,78,61,25,81
C000473,UID000473,跨境/出行需求,"{""分期/借贷需求"": 37, ""跨境/出行需求"": 77, ""额度/升级需求"": 75, ""权益/优惠需求"": 13, ""沉睡/流失风险"": 16, ""新户/激活引导"": 25}",37,77,75,13,16,25
C000474,UID000474,分期/借贷需求,"{""分期/借贷需求"": 91, ""跨境/出行需求"": 17, ""额度/升级需求"": 38, ""权益/优惠需求"": 30, ""沉睡/流失风险"": 76, ""新户/激活引导"": 18}",91,17,38,30,76,18
C000475,UID000475,额度/升级需求,"{""分期/借贷需求"": 19, ""跨境/出行需求"": 69, ""额度/升级需求"": 72, ""权益/优惠需求"": 21, ""沉睡/流失风险"": 29, ""新户/激活引导"": 22}",19,69,72,21,29,22
C000476,UID000476,分期/借贷需求,"{""分期/借贷需求"": 85, ""跨境/出行需求"": 12, ""额度/升级需求"": 19, ""权益/优惠需求"": 29, ""沉睡/流失风险"": 59, ""新户/激活引导"": 19}",85,12,19,29,59,19
C000477,UID000477,跨境/出行需求,"{""分期/借贷需求"": 13, ""跨境/出行需求"": 77, ""额度/升级需求"": 73, ""权益/优惠需求"": 36, ""沉睡/流失风险"": 22, ""新户/激活引导"": 21}",13,77,73,36,22,21
C000478,UID000478,跨境/出行需求,"{""分期/借贷需求"": 18, ""跨境/出行需求"": 72, ""额度/升级需求"": 67, ""权益/优惠需求"": 26, ""沉睡/流失风险"": 63, ""新户/激活引导"": 15}",18,72,67,26,63,15
C000479,UID000479,分期/借贷需求,"{""分期/借贷需求"": 90, ""跨境/出行需求"": 7, ""额度/升级需求"": 33, ""权益/优惠需求"": 73, ""沉睡/流失风险"": 55, ""新户/激活引导"": 22}",90,7,33,73,55,22
C000480,UID000480,沉睡/流失风险,"{""分期/借贷需求"": 22, ""跨境/出行需求"": 6, ""额度/升级需求"": 68, ""权益/优惠需求"": 34, ""沉睡/流失风险"": 88, ""新户/激活引导"": 24}",22,6,68,34,88,24
C000481,UID000481,跨境/出行需求,"{""分期/借贷需求"": 71, ""跨境/出行需求"": 87, ""额度/升级需求"": 9, ""权益/优惠需求"": 22, ""沉睡/流失风险"": 87, ""新户/激活引导"": 83}",71,87,9,22,87,83
C000482,UID000482,沉睡/流失风险,"{""分期/借贷需求"": 45, ""跨境/出行需求"": 66, ""额度/升级需求"": 35, ""权益/优惠需求"": 23, ""沉睡/流失风险"": 71, ""新户/激活引导"": 69}",45,66,35,23,71,69
C000483,UID000483,沉睡/流失风险,"{""分期/借贷需求"": 10, ""跨境/出行需求"": 11, ""额度/升级需求"": 17, ""权益/优惠需求"": 17, ""沉睡/流失风险"": 80, ""新户/激活引导"": 12}",10,11,17,17,80,12
C000484,UID000484,分期/借贷需求,"{""分期/借贷需求"": 92, ""跨境/出行需求"": 24, ""额度/升级需求"": 18, ""权益/优惠需求"": 75, ""沉睡/流失风险"": 65, ""新户/激活引导"": 22}",92,24,18,75,65,22
C000485,UID000485,跨境/出行需求,"{""分期/借贷需求"": 30, ""跨境/出行需求"": 84, ""额度/升级需求"": 23, ""权益/优惠需求"": 34, ""沉睡/流失风险"": 19, ""新户/激活引导"": 22}",30,84,23,34,19,22
C000486,UID000486,分期/借贷需求,"{""分期/借贷需求"": 90, ""跨境/出行需求"": 16, ""额度/升级需求"": 24, ""权益/优惠需求"": 26, ""沉睡/流失风险"": 16, ""新户/激活引导"": 21}",90,16,24,26,16,21
C000487,UID000487,跨境/出行需求,"{""分期/借贷需求"": 41, ""跨境/出行需求"": 74, ""额度/升级需求"": 11, ""权益/优惠需求"": 40, ""沉睡/流失风险"": 29, ""新户/激活引导"": 15}",41,74,11,40,29,15
C000488,UID000488,沉睡/流失风险,"{""分期/借贷需求"": 23, ""跨境/出行需求"": 16, ""额度/升级需求"": 25, ""权益/优惠需求"": 36, ""沉睡/流失风险"": 52, ""新户/激活引导"": 23}",23,16,25,36,52,23
C000489,UID000489,沉睡/流失风险,"{""分期/借贷需求"": 24, ""跨境/出行需求"": 28, ""额度/升级需求"": 64, ""权益/优惠需求"": 11, ""沉睡/流失风险"": 66, ""新户/激活引导"": 22}",24,28,64,11,66,22
C000490,UID000490,沉睡/流失风险,"{""分期/借贷需求"": 47, ""跨境/出行需求"": 23, ""额度/升级需求"": 31, ""权益/优惠需求"": 28, ""沉睡/流失风险"": 59, ""新户/激活引导"": 11}",47,23,31,28,59,11
C000491,UID000491,沉睡/流失风险,"{""分期/借贷需求"": 80, ""跨境/出行需求"": 12, ""额度/升级需求"": 29, ""权益/优惠需求"": 25, ""沉睡/流失风险"": 81, ""新户/激活引导"": 22}",80,12,29,25,81,22
C000492,UID000492,分期/借贷需求,"{""分期/借贷需求"": 90, ""跨境/出行需求"": 35, ""额度/升级需求"": 81, ""权益/优惠需求"": 31, ""沉睡/流失风险"": 66, ""新户/激活引导"": 20}",90,35,81,31,66,20
C000493,UID000493,额度/升级需求,"{""分期/借贷需求"": 41, ""跨境/出行需求"": 19, ""额度/升级需求"": 65, ""权益/优惠需求"": 32, ""沉睡/流失风险"": 10, ""新户/激活引导"": 64}",41,19,65,32,10,64
C000494,UID000494,沉睡/流失风险,"{""分期/借贷需求"": 44, ""跨境/出行需求"": 20, ""额度/升级需求"": 16, ""权益/优惠需求"": 44, ""沉睡/流失风险"": 53, ""新户/激活引导"": 21}",44,20,16,44,53,21
C000495,UID000495,额度/升级需求,"{""分期/借贷需求"": 71, ""跨境/出行需求"": 31, ""额度/升级需求"": 87, ""权益/优惠需求"": 14, ""沉睡/流失风险"": 53, ""新户/激活引导"": 5}",71,31,87,14,53,5
C000496,UID000496,跨境/出行需求,"{""分期/借贷需求"": 36, ""跨境/出行需求"": 64, ""额度/升级需求"": 19, ""权益/优惠需求"": 14, ""沉睡/流失风险"": 59, ""新户/激活引导"": 5}",36,64,19,14,59,5
C000497,UID000497,分期/借贷需求,"{""分期/借贷需求"": 76, ""跨境/出行需求"": 21, ""额度/升级需求"": 34, ""权益/优惠需求"": 73, ""沉睡/流失风险"": 6, ""新户/激活引导"": 24}",76,21,34,73,6,24
C000498,UID000498,沉睡/流失风险,"{""分期/借贷需求"": 50, ""跨境/出行需求"": 26, ""额度/升级需求"": 35, ""权益/优惠需求"": 41, ""沉睡/流失风险"": 51, ""新户/激活引导"": 5}",50,26,35,41,51,5
C000499,UID000499,跨境/出行需求,"{""分期/借贷需求"": 44, ""跨境/出行需求"": 77, ""额度/升级需求"": 73, ""权益/优惠需求"": 10, ""沉睡/流失风险"": 5, ""新户/激活引导"": 21}",44,77,73,10,5,21
C000500,UID000500,跨境/出行需求,"{""分期/借贷需求"": 27, ""跨境/出行需求"": 77, ""额度/升级需求"": 69, ""权益/优惠需求"": 11, ""沉睡/流失风险"": 21, ""新户/激活引导"": 18}",27,77,69,11,21,18
C000501,UID000501,分期/借贷需求,"{""分期/借贷需求"": 95, ""跨境/出行需求"": 35, ""额度/升级需求"": 89, ""权益/优惠需求"": 21, ""沉睡/流失风险"": 8, ""新户/激活引导"": 8}",95,35,89,21,8,8
C000502,UID000502,沉睡/流失风险,"{""分期/借贷需求"": 43, ""跨境/出行需求"": 9, ""额度/升级需求"": 20, ""权益/优惠需求"": 62, ""沉睡/流失风险"": 89, ""新户/激活引导"": 21}",43,9,20,62,89,21
C000503,UID000503,沉睡/流失风险,"{""分期/借贷需求"": 26, ""跨境/出行需求"": 31, ""额度/升级需求"": 71, ""权益/优惠需求"": 27, ""沉睡/流失风险"": 75, ""新户/激活引导"": 7}",26,31,71,27,75,7
C000504,UID000504,分期/借贷需求,"{""分期/借贷需求"": 81, ""跨境/出行需求"": 35, ""额度/升级需求"": 72, ""权益/优惠需求"": 39, ""沉睡/流失风险"": 23, ""新户/激活引导"": 12}",81,35,72,39,23,12
C000505,UID000505,分期/借贷需求,"{""分期/借贷需求"": 92, ""跨境/出行需求"": 12, ""额度/升级需求"": 69, ""权益/优惠需求"": 15, ""沉睡/流失风险"": 25, ""新户/激活引导"": 25}",92,12,69,15,25,25
C000506,UID000506,分期/借贷需求,"{""分期/借贷需求"": 94, ""跨境/出行需求"": 61, ""额度/升级需求"": 62, ""权益/优惠需求"": 35, ""沉睡/流失风险"": 17, ""新户/激活引导"": 17}",94,61,62,35,17,17
C000507,UID000507,额度/升级需求,"{""分期/借贷需求"": 45, ""跨境/出行需求"": 20, ""额度/升级需求"": 61, ""权益/优惠需求"": 10, ""沉睡/流失风险"": 27, ""新户/激活引导"": 10}",45,20,61,10,27,10
C000508,UID000508,分期/借贷需求,"{""分期/借贷需求"": 72, ""跨境/出行需求"": 20, ""额度/升级需求"": 32, ""权益/优惠需求"": 31, ""沉睡/流失风险"": 23, ""新户/激活引导"": 8}",72,20,32,31,23,8
C000509,UID000509,权益/优惠需求,"{""分期/借贷需求"": 43, ""跨境/出行需求"": 34, ""额度/升级需求"": 61, ""权益/优惠需求"": 64, ""沉睡/流失风险"": 11, ""新户/激活引导"": 23}",43,34,61,64,11,23
C000510,UID000510,额度/升级需求,"{""分期/借贷需求"": 40, ""跨境/出行需求"": 13, ""额度/升级需求"": 61, ""权益/优惠需求"": 54, ""沉睡/流失风险"": 26, ""新户/激活引导"": 13}",40,13,61,54,26,13
C000511,UID000511,额度/升级需求,"{""分期/借贷需求"": 44, ""跨境/出行需求"": 78, ""额度/升级需求"": 81, ""权益/优惠需求"": 12, ""沉睡/流失风险"": 10, ""新户/激活引导"": 15}",44,78,81,12,10,15
C000512,UID000512,额度/升级需求,"{""分期/借贷需求"": 11, ""跨境/出行需求"": 35, ""额度/升级需求"": 66, ""权益/优惠需求"": 19, ""沉睡/流失风险"": 29, ""新户/激活引导"": 17}",11,35,66,19,29,17
C000513,UID000513,分期/借贷需求,"{""分期/借贷需求"": 72, ""跨境/出行需求"": 14, ""额度/升级需求"": 65, ""权益/优惠需求"": 65, ""沉睡/流失风险"": 23, ""新户/激活引导"": 17}",72,14,65,65,23,17
C000514,UID000514,权益/优惠需求,"{""分期/借贷需求"": 44, ""跨境/出行需求"": 15, ""额度/升级需求"": 29, ""权益/优惠需求"": 58, ""沉睡/流失风险"": 30, ""新户/激活引导"": 7}",44,15,29,58,30,7
C000515,UID000515,分期/借贷需求,"{""分期/借贷需求"": 86, ""跨境/出行需求"": 28, ""额度/升级需求"": 27, ""权益/优惠需求"": 53, ""沉睡/流失风险"": 8, ""新户/激活引导"": 18}",86,28,27,53,8,18
C000516,UID000516,额度/升级需求,"{""分期/借贷需求"": 24, ""跨境/出行需求"": 31, ""额度/升级需求"": 62, ""权益/优惠需求"": 31, ""沉睡/流失风险"": 24, ""新户/激活引导"": 24}",24,31,62,31,24,24
C000517,UID000517,沉睡/流失风险,"{""分期/借贷需求"": 89, ""跨境/出行需求"": 17, ""额度/升级需求"": 25, ""权益/优惠需求"": 51, ""沉睡/流失风险"": 90, ""新户/激活引导"": 13}",89,17,25,51,90,13
C000518,UID000518,权益/优惠需求,"{""分期/借贷需求"": 38, ""跨境/出行需求"": 20, ""额度/升级需求"": 67, ""权益/优惠需求"": 72, ""沉睡/流失风险"": 22, ""新户/激活引导"": 17}",38,20,67,72,22,17
C000519,UID000519,额度/升级需求,"{""分期/借贷需求"": 37, ""跨境/出行需求"": 10, ""额度/升级需求"": 81, ""权益/优惠需求"": 74, ""沉睡/流失风险"": 55, ""新户/激活引导"": 24}",37,10,81,74,55,24
C000520,UID000520,跨境/出行需求,"{""分期/借贷需求"": 28, ""跨境/出行需求"": 85, ""额度/升级需求"": 20, ""权益/优惠需求"": 54, ""沉睡/流失风险"": 55, ""新户/激活引导"": 13}",28,85,20,54,55,13
C000521,UID000521,额度/升级需求,"{""分期/借贷需求"": 74, ""跨境/出行需求"": 17, ""额度/升级需求"": 82, ""权益/优惠需求"": 19, ""沉睡/流失风险"": 74, ""新户/激活引导"": 15}",74,17,82,19,74,15
C000522,UID000522,分期/借贷需求,"{""分期/借贷需求"": 33, ""跨境/出行需求"": 8, ""额度/升级需求"": 10, ""权益/优惠需求"": 10, ""沉睡/流失风险"": 14, ""新户/激活引导"": 19}",33,8,10,10,14,19
C000523,UID000523,跨境/出行需求,"{""分期/借贷需求"": 33, ""跨境/出行需求"": 84, ""额度/升级需求"": 68, ""权益/优惠需求"": 16, ""沉睡/流失风险"": 58, ""新户/激活引导"": 7}",33,84,68,16,58,7
C000524,UID000524,沉睡/流失风险,"{""分期/借贷需求"": 75, ""跨境/出行需求"": 18, ""额度/升级需求"": 33, ""权益/优惠需求"": 45, ""沉睡/流失风险"": 85, ""新户/激活引导"": 21}",75,18,33,45,85,21
C000525,UID000525,沉睡/流失风险,"{""分期/借贷需求"": 36, ""跨境/出行需求"": 8, ""额度/升级需求"": 60, ""权益/优惠需求"": 15, ""沉睡/流失风险"": 72, ""新户/激活引导"": 22}",36,8,60,15,72,22
C000526,UID000526,权益/优惠需求,"{""分期/借贷需求"": 15, ""跨境/出行需求"": 24, ""额度/升级需求"": 25, ""权益/优惠需求"": 74, ""沉睡/流失风险"": 50, ""新户/激活引导"": 14}",15,24,25,74,50,14
