cust_id,oneid,age,city,income_level,lifecycle_stage,vip_tier,card_level,product_name,total_credit_amount,card_count,usage_rate,annual_consumption,monthly_avg_consumption,cons_90d,cons_30d,cons_7d,txn_count_90d,txn_count_30d,txn_count_7d,active_days_90d,active_days_30d,active_days_7d,consumption_trend,installment_contribution,overdue_status,history_overdue_count,min_payment_count,churn_risk_score,cash_advance_risk,risk_level,value_level,activity_score,dormancy_risk,significant_signals,search_keywords_7d,browse_preferences_30d,milestones,marketing_consent,personalization_consent,dnc_list,do_not_contact,blacklist_flag,push_consent,sms_consent,wechat_consent,email_consent,phone_consent,unsubscribe_channels,complaint_count_90d,data_version,generated_at
C000396,UID000396,47,广州,L,成熟期,金卡,金卡,XX银行京东PLUS联名信用卡（金卡）,107100.0,2,0.2219,40010.86,3334.24,9272.45,3874.98,1137.29,6,2,0,3,1,0,stable,4035.2,M1,1,0,0,0,low,medium,8,high,"活跃度骤降, 沉睡预警","额度不够×5, 分期费率×2, 里程×5","还款页面(6%), 权益商城(40%), 高端卡专区(18%), 额度管理(36%)",额度首次提升|首次境外消费,False,False,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000397,UID000397,42,深圳,L,新户,普通,金卡,XX银行标准信用卡（金卡）,55000.0,2,0.4625,57958.52,4829.88,10502.44,3516.67,1095.86,13,4,1,7,2,0,up,5353.48,M0,0,0,17,4,low,low,13,high,"活跃度骤降, 沉睡预警","固定额度×5, 免税×3, 12期×7","活动中心(52%), 信用卡申请(31%), 账单详情(4%), 还款页面(14%)",,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000398,UID000398,23,上海,L,成长期,普通,普卡,XX银行标准信用卡（普卡）,28000.0,1,0.4172,30468.24,2539.02,10318.1,2994.81,969.06,17,5,1,10,3,0,up,1408.7,M0,0,0,30,4,low,low,15,high,"活跃度骤降, 沉睡预警","销户×7, 签证×8, 账单分期×8","信用卡申请(20%), 新手指引(29%), 还款页面(27%), 活动中心(24%)",首投投诉,True,False,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000399,UID000399,29,上海,M,成熟期,普通,校园卡,XX银行YOUNG卡（校园版）,35800.0,3,0.7975,9756.85,813.07,1652.72,615.38,194.32,3,1,0,1,0,0,stable,1090.2,M0,0,1,0,8,low,medium,2,high,"活跃度骤降, 沉睡预警","机票×7, 投诉×5, 临时额度×7","新手指引(23%), 还款页面(6%), 活动中心(21%), 积分兑换(50%)",首投投诉,True,True,False,False,False,True,True,False,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000400,UID000400,39,杭州,L,成熟期,金卡,普卡,XX银行标准信用卡（普卡）,8300.0,1,0.7701,10566.87,880.57,3433.19,1381.29,252.89,3,1,0,1,0,0,down,960.97,M0,0,0,0,1,low,medium,3,high,"活跃度骤降, 沉睡预警","退卡×4, 签证×5, 账单分期×3","活动中心(55%), 权益商城(4%), 高端卡专区(26%), 账单详情(14%)",首次使用机场贵宾厅,True,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000401,UID000401,32,深圳,M,成熟期,普通,普卡,XX银行标准信用卡（普卡）,34500.0,2,0.2885,106441.83,8870.15,32356.9,13754.01,3154.68,18,6,1,10,3,0,up,10729.34,M0,0,0,0,9,low,medium,29,medium,,"提额×7, 接送机×8, 退卡×4","权益商城(4%), 额度管理(8%), 活动中心(32%), 境外消费专区(56%)",首次境外消费|升级白金卡,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000402,UID000402,31,北京,M,成熟期,金卡,金卡,XX银行标准信用卡（金卡）,91300.0,2,0.3923,108917.47,9076.46,28497.86,8925.75,1606.75,19,6,1,11,3,0,stable,11799.69,M0,0,0,0,2,low,medium,27,medium,,"临时额度×5, 境外取现×3, 优惠券×7","新手指引(54%), 额度管理(6%), 高端卡专区(28%), 境外消费专区(12%)",,True,True,False,False,False,True,True,True,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000403,UID000403,31,上海,M,沉睡期,金卡,白金卡,XX银行全币种国际白金信用卡,245200.0,3,0.4575,19603.64,1633.64,972.26,244.77,58.14,0,0,0,0,0,0,stable,1643.02,M3+,3,0,91,16,high,medium,0,high,"活跃度骤降, 沉睡预警, 逾期预警","固定额度×3, 手续费×8, 免税×4","新手指引(16%), 还款页面(34%), 活动中心(23%), 额度管理(27%)",,True,True,False,False,True,True,True,False,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000404,UID000404,46,成都,M,成长期,普通,校园卡,XX银行YOUNG卡（校园版）,15800.0,1,0.5345,58879.12,4906.59,16245.36,6606.96,1670.79,13,4,1,7,2,0,stable,2869.17,M0,0,0,0,0,low,medium,16,high,"活跃度骤降, 沉睡预警","东京×4, 分期费率×7, 接送机×6","信用卡申请(22%), 活动中心(9%), 新手指引(55%), 境外消费专区(14%)",首次使用机场贵宾厅|首次境外消费,True,True,False,False,False,False,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000405,UID000405,40,北京,M,新户,金卡,白金卡,XX银行银联白金信用卡,200400.0,2,0.484,172626.12,14385.51,40600.06,11210.01,3107.21,207,72,18,90,31,7,stable,14239.51,M0,0,0,10,5,low,medium,94,low,,"出境游×3, 分期费率×4, 白金卡×3","信用卡申请(15%), 权益商城(34%), 境外消费专区(17%), 分期计算器(34%)",,True,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000406,UID000406,31,青岛,M,成长期,钻石,无限卡,XX银行万事达世界信用卡,767100.0,1,0.8339,224166.7,18680.56,87850.22,25711.15,5121.98,64,22,5,38,13,3,up,15132.91,M0,0,0,16,7,low,high,66,low,,"海淘×4, 免息分期×4, 退卡×4","信用卡申请(28%), 权益商城(10%), 积分兑换(39%), 分期计算器(22%)",首笔分期办理|首次境外消费|首投投诉,True,False,False,False,False,True,False,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000407,UID000407,38,厦门,M,成熟期,白金,无限卡,XX银行万事达世界信用卡,889800.0,2,0.3533,323437.92,26953.16,66942.34,16741.64,3564.05,100,35,8,60,21,5,stable,25889.5,M0,0,0,0,3,low,high,86,low,,"接送机×3, 12期×8, 白金卡×8","额度管理(26%), 权益商城(21%), 分期计算器(24%), 境外消费专区(29%)",,True,False,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000408,UID000408,22,北京,L,沉睡期,金卡,金卡,XX银行携程旅行信用卡（金卡）,35700.0,2,0.5845,7738.24,644.85,433.06,157.68,28.35,1,0,0,0,0,0,stable,315.18,M1,1,0,84,23,high,medium,0,high,"活跃度骤降, 沉睡预警","积分兑换×3, 退卡×7, 现金分期×2","还款页面(30%), 境外消费专区(16%), 信用卡申请(27%), 额度管理(27%)",,True,False,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000409,UID000409,29,上海,L,成熟期,白金,金卡,XX银行携程旅行信用卡（金卡）,65900.0,3,0.3102,27815.54,2317.96,8681.06,3636.43,919.37,18,6,1,10,3,0,stable,1974.42,M0,0,0,32,4,low,high,15,high,"活跃度骤降, 沉睡预警","固定额度×7, 销户×7, 手续费×6","分期计算器(21%), 活动中心(18%), 信用卡申请(19%), 高端卡专区(42%)",年消费突破10万,True,False,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000410,UID000410,45,沈阳,M,成熟期,金卡,校园卡,XX银行YOUNG卡（校园版）,36900.0,2,0.5066,36889.25,3074.1,10255.57,3578.24,1095.68,13,4,1,7,2,0,stable,2354.88,M2,2,1,52,5,medium,medium,13,high,"活跃度骤降, 沉睡预警, 逾期预警","额度不够×2, 12期×7, 退卡×4","权益商城(16%), 账单详情(16%), 活动中心(36%), 分期计算器(32%)",办理自动还款,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000411,UID000411,21,重庆,L,成熟期,白金,金卡,XX银行标准信用卡（金卡）,142700.0,4,0.3411,42285.23,3523.77,13930.81,6019.14,1685.55,8,2,0,4,1,0,down,3859.95,M0,0,0,0,6,low,high,12,high,"活跃度骤降, 沉睡预警","机票×7, 手续费×3, 电影票×8","分期计算器(14%), 境外消费专区(45%), 账单详情(19%), 信用卡申请(22%)",额度首次提升,True,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000412,UID000412,41,武汉,H,成熟期,金卡,金卡,XX银行标准信用卡（金卡）,247500.0,4,0.5554,425041.3,35420.11,129475.24,40766.75,8813.19,85,29,7,51,17,4,stable,34962.1,M0,0,0,6,4,low,high,78,low,,"销户×2, 白金卡×7, 优惠券×7","还款页面(7%), 分期计算器(34%), 账单详情(40%), 信用卡申请(19%)",年消费突破10万,True,True,False,False,False,True,False,False,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000413,UID000413,21,大连,L,成熟期,金卡,白金卡,XX银行全币种国际白金信用卡,174800.0,2,0.4022,55621.24,4635.1,14066.39,5553.78,1045.59,25,8,2,15,5,1,down,3191.67,M1,1,0,0,7,low,medium,22,medium,活跃度骤降,"固定额度×3, 销户×7, 境外取现×4","账单详情(17%), 活动中心(13%), 权益商城(33%), 信用卡申请(37%)",首投投诉,True,True,False,False,False,False,False,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000414,UID000414,51,武汉,M,沉睡期,普通,普卡,XX银行标准信用卡（普卡）,46100.0,3,0.7003,25944.11,2162.01,880.71,330.27,83.68,3,1,0,1,0,0,up,1777.39,M1,1,3,68,22,medium,medium,1,high,"活跃度骤降, 沉睡预警","退卡×3, 临时额度×3, 电影票×4","信用卡申请(14%), 活动中心(59%), 还款页面(12%), 账单详情(15%)",额度首次提升|升级白金卡,True,False,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000415,UID000415,29,北京,L,成熟期,普通,校园卡,XX银行YOUNG卡（校园版）,40500.0,3,0.2939,7319.91,609.99,2474.58,828.22,154.92,4,1,0,2,0,0,stable,476.11,M0,0,1,0,9,low,low,3,high,"活跃度骤降, 沉睡预警","免税×6, 电影票×5, 销户×8","新手指引(11%), 还款页面(38%), 额度管理(39%), 账单详情(11%)",首次境外消费|升级白金卡,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000416,UID000416,28,武汉,L,成熟期,金卡,金卡,XX银行京东PLUS联名信用卡（金卡）,56700.0,4,0.3176,16218.28,1351.52,3363.06,1108.18,354.92,2,0,0,1,0,0,stable,1625.83,M0,0,0,17,1,low,medium,3,high,"活跃度骤降, 沉睡预警","固定额度×2, 酒店×8, 贵宾厅×3","还款页面(24%), 信用卡申请(9%), 新手指引(62%), 账单详情(5%)",升级白金卡|首笔分期办理,True,True,False,False,False,True,False,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000417,UID000417,36,武汉,M,成熟期,金卡,金卡,XX银行携程旅行信用卡（金卡）,173900.0,4,0.567,157391.36,13115.95,23676.1,7691.2,1768.5,27,9,2,16,5,1,stable,17012.98,M0,0,0,0,5,low,medium,29,medium,,"里程×6, 固定额度×2, 分期费率×8","账单详情(36%), 新手指引(35%), 权益商城(16%), 境外消费专区(13%)",额度首次提升|年消费突破10万,True,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000418,UID000418,36,福州,M,新户,金卡,金卡,XX银行标准信用卡（金卡）,145100.0,4,0.2907,119528.11,9960.68,35776.4,14845.85,4711.28,38,13,3,22,7,1,stable,6232.12,M0,0,1,18,2,low,medium,42,medium,,"境外取现×7, 免息分期×6, 星巴克×2","积分兑换(26%), 境外消费专区(37%), 分期计算器(17%), 权益商城(21%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000419,UID000419,28,上海,L,沉睡期,白金,金卡,XX银行京东PLUS联名信用卡（金卡）,40300.0,1,0.1315,7104.16,592.01,411.42,107.9,27.94,0,0,0,0,0,0,stable,741.04,M0,0,2,58,6,medium,high,0,high,"活跃度骤降, 沉睡预警","机票×8, 积分兑换×4, 手续费×7","额度管理(37%), 积分兑换(49%), 权益商城(5%), 活动中心(9%)",,True,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000420,UID000420,21,武汉,L,成熟期,金卡,校园卡,XX银行YOUNG卡（校园版）,37100.0,2,0.1622,12154.63,1012.89,3823.24,1684.22,381.56,3,1,0,1,0,0,stable,522.31,M0,0,0,4,1,low,medium,3,high,"活跃度骤降, 沉睡预警","销户×8, 账单分期×2, 额度不够×6","分期计算器(62%), 新手指引(15%), 境外消费专区(16%), 额度管理(7%)",,True,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000421,UID000421,36,武汉,L,沉睡期,白金,金卡,XX银行标准信用卡（金卡）,50600.0,1,0.2086,4427.22,368.93,299.66,84.69,15.48,0,0,0,0,0,0,up,410.15,M1,1,0,58,12,medium,high,0,high,"活跃度骤降, 沉睡预警","海淘×6, 注销×6, 固定额度×6","额度管理(24%), 分期计算器(30%), 积分兑换(19%), 信用卡申请(27%)",办理自动还款,True,True,False,False,False,False,True,False,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000422,UID000422,33,南京,M,成熟期,普通,校园卡,XX银行YOUNG卡（校园版）,75400.0,3,0.6608,22403.85,1866.99,4802.7,1425.25,299.76,3,1,0,1,0,0,up,1937.61,M0,0,0,6,4,low,medium,4,high,"活跃度骤降, 沉睡预警","手续费×5, 酒店×4, 注销×6","高端卡专区(30%), 信用卡申请(12%), 积分兑换(43%), 还款页面(15%)",首次使用机场贵宾厅,True,True,False,False,False,True,False,True,False,False,短信,0,v1.0,2026-07-17T00:00:00+08:00
C000423,UID000423,29,广州,L,新户,金卡,金卡,XX银行标准信用卡（金卡）,28100.0,1,0.6348,39560.57,3296.71,12416.98,5288.02,1672.01,18,6,1,10,3,0,up,2334.34,M0,0,0,0,9,low,medium,17,high,"活跃度骤降, 沉睡预警","钻石卡×8, 电影票×6, 注销×6","还款页面(37%), 境外消费专区(19%), 额度管理(16%), 活动中心(28%)",首次使用机场贵宾厅,True,True,False,False,False,True,True,True,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000424,UID000424,27,深圳,L,成熟期,普通,金卡,XX银行YOUNG卡（青年版）,40100.0,3,0.3268,26768.82,2230.73,7966.15,3235.28,764.89,19,6,1,11,3,0,stable,2278.67,M0,0,0,0,8,low,low,15,high,"活跃度骤降, 沉睡预警","积分兑换×7, 销户×4, 出境游×6","账单详情(21%), 活动中心(11%), 权益商城(27%), 高端卡专区(41%)",年消费突破10万|额度首次提升,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000425,UID000425,36,深圳,L,成熟期,金卡,白金卡,XX银行银联白金信用卡,57400.0,1,0.7437,22397.3,1866.44,5710.49,2051.36,454.39,6,2,0,3,1,0,stable,2682.09,M0,0,1,9,3,low,medium,6,high,"活跃度骤降, 沉睡预警","白金卡×6, 手续费×6, 投诉×6","账单详情(9%), 分期计算器(40%), 权益商城(6%), 信用卡申请(45%)",首次使用机场贵宾厅|额度首次提升,True,False,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000426,UID000426,25,厦门,H,沉睡期,金卡,白金卡,XX银行全币种国际白金信用卡,416000.0,4,0.3841,96543.07,8045.26,3435.11,1401.94,331.38,3,1,0,1,0,0,stable,9870.64,M3+,3,0,64,19,medium,high,3,high,"活跃度骤降, 沉睡预警, 逾期预警","海淘×3, 白金卡×8, 年费×2","高端卡专区(4%), 额度管理(32%), 境外消费专区(41%), 分期计算器(23%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000427,UID000427,45,南京,L,成长期,金卡,金卡,XX银行京东PLUS联名信用卡（金卡）,44400.0,1,0.4028,73556.73,6129.73,21004.23,6864.29,2157.87,20,7,1,12,4,1,stable,3133.94,M0,0,0,0,5,low,medium,23,medium,活跃度骤降,"钻石卡×8, 里程×6, 最低还款×4","权益商城(12%), 高端卡专区(22%), 额度管理(22%), 分期计算器(45%)",首次境外消费,True,True,False,False,False,True,True,False,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000428,UID000428,39,北京,M,新户,白金,金卡,XX银行标准信用卡（金卡）,76100.0,1,0.2562,133476.8,11123.07,47002.96,19062.99,4535.67,36,12,3,21,7,1,up,15201.57,M0,0,0,11,4,low,high,48,medium,,"钻石卡×8, 销户×8, 海淘×7","新手指引(44%), 高端卡专区(43%), 权益商城(7%), 额度管理(6%)",,True,True,False,False,False,False,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000429,UID000429,37,武汉,M,成熟期,金卡,金卡,XX银行标准信用卡（金卡）,87600.0,2,0.4725,112286.71,9357.23,28351.83,11186.07,3050.7,24,8,2,14,4,1,stable,10748.31,M0,0,0,8,9,low,medium,30,medium,,"分期费率×4, 临时额度×6, 优惠券×4","还款页面(21%), 境外消费专区(23%), 账单详情(45%), 权益商城(11%)",办理自动还款|年消费突破10万,True,True,False,False,False,True,True,True,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000430,UID000430,44,广州,H,成熟期,金卡,白金卡,XX银行全币种国际白金信用卡,661000.0,3,0.5256,638266.37,53188.86,153939.12,40017.0,8463.41,206,72,18,90,31,7,stable,36257.53,M1,1,0,0,8,low,high,100,low,,"退卡×4, 现金分期×5, 优惠券×3","积分兑换(19%), 分期计算器(27%), 信用卡申请(27%), 权益商城(28%)",办理自动还款|首笔分期办理,True,True,False,False,False,True,False,False,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000431,UID000431,21,青岛,M,成熟期,金卡,白金卡,XX银行银联白金信用卡,237100.0,2,0.4323,193014.74,16084.56,54406.04,16948.4,3312.36,42,14,3,25,8,2,stable,7421.78,M0,0,3,0,15,high,medium,53,low,,"免息分期×8, 优惠券×8, 额度不够×5","还款页面(14%), 境外消费专区(23%), 信用卡申请(36%), 额度管理(28%)",年消费突破10万|升级白金卡,True,True,True,True,True,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000432,UID000432,22,北京,L,新户,金卡,校园卡,XX银行YOUNG卡（校园版）,3000.0,3,0.5146,10588.41,882.37,2477.05,708.4,206.55,2,0,0,1,0,0,up,781.18,M0,0,0,21,6,low,medium,2,high,"活跃度骤降, 沉睡预警","销户×4, 境外取现×4, 最低还款×6","分期计算器(11%), 新手指引(41%), 额度管理(14%), 还款页面(34%)",首次使用机场贵宾厅,True,True,False,False,False,True,True,True,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000433,UID000433,40,广州,H,成长期,白金,白金卡,XX银行银联白金信用卡,675300.0,4,0.2156,755880.9,62990.08,191983.42,79099.14,20813.69,336,117,29,90,31,7,stable,70639.42,M0,0,0,7,2,low,high,100,low,,"白金卡×6, 出境游×8, 星巴克×3","积分兑换(18%), 高端卡专区(2%), 信用卡申请(13%), 账单详情(67%)",,True,True,False,False,False,False,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000434,UID000434,27,宁波,L,成熟期,普通,普卡,XX银行标准信用卡（普卡）,37800.0,2,0.6956,19357.41,1613.12,6378.2,2718.3,652.36,4,1,0,2,0,0,stable,985.37,M0,0,1,1,2,low,low,5,high,"活跃度骤降, 沉睡预警","5折×7, 账单分期×3, 销户×2","权益商城(50%), 境外消费专区(9%), 账单详情(7%), 活动中心(34%)",首次境外消费,True,False,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000435,UID000435,28,武汉,L,成熟期,普通,校园卡,XX银行YOUNG卡（校园版）,22000.0,2,0.8104,10365.17,863.76,1799.35,755.68,197.69,2,0,0,1,0,0,stable,1017.61,M0,0,0,16,2,low,low,2,high,"活跃度骤降, 沉睡预警","钻石卡×5, 分期费率×4, 海淘×7","还款页面(29%), 境外消费专区(36%), 高端卡专区(13%), 活动中心(22%)",首投投诉,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000436,UID000436,21,深圳,L,成熟期,普通,金卡,XX银行YOUNG卡（青年版）,47300.0,4,0.7936,32816.79,2734.73,8643.59,2840.49,513.46,6,2,0,3,1,0,stable,1113.77,M0,0,0,0,4,low,low,8,high,"活跃度骤降, 沉睡预警","销户×5, 酒店×2, 白金卡×3","权益商城(32%), 活动中心(9%), 境外消费专区(29%), 高端卡专区(30%)",首次境外消费,True,False,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000437,UID000437,25,深圳,M,沉睡期,金卡,校园卡,XX银行YOUNG卡（校园版）,34300.0,2,0.437,5123.43,426.95,175.87,61.79,19.8,0,0,0,0,0,0,up,310.26,M0,0,0,71,21,high,medium,0,high,"活跃度骤降, 沉睡预警","贵宾厅×7, 账单分期×7, 年费×8","分期计算器(2%), 权益商城(43%), 活动中心(6%), 额度管理(49%)",年消费突破10万,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000438,UID000438,45,厦门,M,成熟期,白金,白金卡,XX银行全币种国际白金信用卡,348600.0,4,0.7991,119897.39,9991.45,23606.57,9410.47,1894.14,25,8,2,15,5,1,up,10555.22,M0,0,0,0,3,low,high,28,medium,,"接送机×8, 手续费×6, 汇率×3","境外消费专区(32%), 还款页面(25%), 信用卡申请(17%), 权益商城(27%)",首次境外消费|额度首次提升,True,False,False,False,False,True,True,False,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
